Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2024-05-07,60.801513671875,60.99570641109041,60.44225951187347,60.93744747815026,9807000
2024-05-08,61.02482986450195,61.14134772243725,60.665575728996885,61.02482986450195,10484400
2024-05-09,61.05396270751953,61.31612233855165,60.927736876892595,60.98599580731693,9113700
2024-05-10,61.42292404174805,61.52002225788885,60.966575389600045,61.09279751470576,8371700
2024-05-13,61.73363494873047,61.77247053146941,61.3452494899952,61.403508419980966,10137600
2024-05-14,61.26757049560547,61.90840390537163,60.97628325551508,61.733634524451965,10852200
2024-05-15,61.29670333862305,61.54915129860906,61.170477506670885,61.22873643770688,9838900
2024-05-16,61.48118591308594,61.879279358515014,61.23844591699702,61.40351104037505,10228000
2024-05-17,61.19960403442383,61.52973056326738,61.11221749137941,61.50060295022532,11539000
2024-05-20,60.75296401977539,61.18018506608479,60.64615783221847,61.10251019580957,11000900
2024-05-21,61.083091735839844,61.15105863761698,60.626739363406216,60.995705190138054,9796200
2024-05-22,61.17047882080078,61.18989846489664,60.84035227900798,60.88889953728843,7419400
2024-05-23,60.286903381347656,61.05396262999525,60.248064094447415,60.675288842513545,9834300
2024-05-24,60.199520111083984,60.60732153395563,60.170392496284144,60.41313249673206,8200700
2024-05-28,60.024742126464844,60.32574103591973,59.61694073680162,59.995614514036944,12347000
2024-05-29,59.908233642578125,60.08300674152245,59.296527796273,59.68491328368672,11861800
2024-05-30,60.170387268066406,60.27719345161003,59.81112943179818,60.05386941115437,9436800
2024-05-31,61.102508544921875,61.199603056122136,59.89851660488047,60.18980754631761,19816600
2024-06-03,61.102508544921875,61.2578619851932,60.6364482241079,60.88889617557948,9369000
2024-06-04,62.08317565917969,62.112306975306915,61.11221574374975,61.364667395955685,11895600
2024-06-05,62.063758850097656,62.20940432562926,61.51031196934685,62.13172945488582,9632500
2024-06-06,62.28708267211914,62.490983373981805,61.986083752285,62.06375862274389,8658500
2024-06-07,62.05405044555664,62.35504936438502,61.95695593182789,62.228819829484735,9523100
2024-06-10,61.74334716796875,62.131732653434945,61.529734780570486,62.083181689812804,15687100
2024-06-11,61.704505920410156,61.80160414065448,61.238445574992504,61.74334520850788,8396000
2024-06-12,61.05396270751953,61.84043789669762,60.86947794646826,61.84043789669762,9569600
2024-06-13,61.160770416259766,61.20931767419536,60.63645114115125,61.03454458249252,9668900
2024-06-14,61.204795837402344,61.34178439320262,60.754689516156226,61.0384536575472,8179200
2024-06-17,61.273292541503906,61.54727339661132,60.84275653013275,61.028669044272,10532700
2024-06-18,61.283077239990234,61.4689897470559,61.09716100026636,61.18522560522551,10651700
2024-06-20,60.84275436401367,61.39071232206179,60.61770120249164,61.058024228364395,13306300
2024-06-21,61.420066833496094,61.74296790202854,60.84275524293613,60.84275524293613,28282200
2024-06-24,62.59425735473633,62.68231822432228,61.55705245415743,61.63533375955572,13212500
2024-06-25,62.46705627441406,62.69210944348715,62.14415146705376,62.56490418004294,10546800
2024-06-26,62.67253875732422,62.7312460038059,61.870170306379755,62.036516214280056,9402500
2024-06-27,62.53554916381836,62.88780385584161,62.251785018085116,62.672541454373146,8494100
2024-06-28,62.28114318847656,62.68232183746432,62.153937926200996,62.52576668295973,17358800
2024-07-01,61.919097900390625,62.9171659412198,61.762539012794704,62.65296838586994,10033400
2024-07-02,61.79189682006836,62.016949989334016,61.50813266778014,61.89952802328889,8878200
2024-07-03,61.96802520751953,62.30070957555534,61.576626124588266,61.83103291563279,9154200
2024-07-05,62.38877487182617,62.418132229598235,61.645121085231146,61.9680258921155,11735500
2024-07-08,61.60597610473633,62.222428317453044,61.48855787986678,62.222428317453044,11235100
2024-07-09,61.3417854309082,61.870173068783494,61.24393752729793,61.70383088611438,11657500
2024-07-10,61.47877883911133,61.50813246419629,60.95039119163216,61.37114390358872,11930400
2024-07-11,61.74296569824219,62.09522411145592,61.058022931057856,61.29285938476159,11431600
2024-07-12,62.3300666809082,62.731249059593935,62.02673220623039,62.0952264855676,9201500
2024-07-15,62.04629898071289,62.56489956104405,61.987588002075036,62.41812771343651,8207500
2024-07-16,62.8878059387207,62.926946594461285,62.02673390837811,62.0658745641187,9025100
2024-07-17,63.807594299316406,63.98372352194577,63.024803560654654,63.083510813092126,12508200
2024-07-18,63.78801727294922,64.39467868977992,63.328123963212576,63.406405263873225,11128200
2024-07-19,63.8858757019043,64.2283471171289,63.42598231632399,64.2283471171289,13775700
2024-07-22,63.377052307128906,63.8858733613788,62.93673299873125,63.846732706027524,11794200
2024-07-23,63.56296157836914,64.61973676093385,63.45532665429407,64.02285489663244,11810300
2024-07-24,64.39468383789062,64.5512464517285,63.43576395674073,63.69016700625281,13244600
2024-07-25,64.64909362792969,65.45145835156261,64.44361079855841,64.61974000449325,16328600
2024-07-26,65.60802459716797,65.66673184729218,64.5903899582206,64.64909720834481,13530100
2024-07-29,65.39275360107422,65.58844940833201,64.96221386672724,65.4416738202304,12140200
2024-07-30,66.22447204589844,66.37124763414633,64.93286030688674,65.05028227054835,13258000
2024-07-31,65.3046875,66.15597996790888,65.17748596745504,66.04834503063361,15576800
2024-08-01,66.49844360351562,66.6452191794938,65.26553921674122,65.55909036869757,16495900
2024-08-02,67.8389892578125,68.17167362684026,66.23425973179445,67.05619108961592,22514800
2024-08-05,66.63543701171875,68.054257729263,66.27339902525154,67.50629603665578,25484300
2024-08-06,66.58651733398438,67.35952099719957,66.31253275279668,66.68436523746458,12969100
2024-08-07,66.9876937866211,67.69221061313962,66.37124529607551,66.5865151558802,13365300
2024-08-08,67.25189971923828,67.37910125893906,66.39082017259548,66.5375957739839,15240900
2024-08-09,67.20296478271484,67.31059971443712,66.78221208561408,67.22253137697508,12080400
2024-08-12,66.70393371582031,67.06597918076977,66.37124934152897,66.97791083942889,11012300
2024-08-13,66.9876937866211,67.13446936969851,66.54737450270514,66.61586877943243,9877600
2024-08-14,67.1051254272461,67.4084562014683,66.66479861448896,66.7626539942021,14328000
2024-08-15,67.17361450195312,67.43780459685541,67.02683890908885,67.14426087644362,11285100
2024-08-16,67.69221496582031,67.80963693289584,67.16382731195553,67.35952312509801,12651200
2024-08-19,67.49651336669922,67.92704561176967,67.36930438027623,67.85855133650963,9843900
2024-08-20,67.88790130615234,67.89768833503885,67.29101945444256,67.50628929805143,11957400
2024-08-21,68.0738296508789,68.62178392105055,67.83899317299348,67.98576877116577,8792400
2024-08-22,67.8389892578125,68.41629712123712,67.3106016140773,68.41629712123712,12509200
2024-08-23,68.28909301757812,68.34780026511915,67.45737466104289,67.90748097792883,11834700
2024-08-26,69.31651306152344,69.39479437510225,68.23039156321452,68.32823947252956,12912200
2024-08-27,69.96231842041016,69.99167204487718,69.52199912277194,69.78618920829157,16988400
2024-08-28,70.20693969726562,70.26564694434819,69.7666204135138,70.06995114386211,13272600
2024-08-29,70.50048828125,70.66683045210256,69.69812358413743,70.35371270360292,17201700
2024-08-30,70.91146087646484,71.00930878271434,70.23629763230491,70.64726331774281,18624200
2024-09-03,71.43984985351562,71.71382698222207,70.6961923146575,70.88210856570124,14755800
2024-09-04,70.99951934814453,71.94865968378775,70.36350424640267,71.72361025356673,18140800
2024-09-05,69.63941192626953,71.11693986613092,69.45350315406289,71.05823261862527,23866100
2024-09-06,69.61006164550781,70.12866226422341,69.36543814873127,69.46328605437856,17485700
2024-09-09,70.3047866821289,70.75489298963944,69.45350174925042,69.69812522933113,12939300
2024-09-10,70.01124572753906,70.8625306937621,69.98188463791374,70.42221139849615,10277600
2024-09-11,69.55134582519531,69.83510994232921,69.05231186297253,69.82532291337543,11418200
2024-09-12,69.69813537597656,69.84490351313853,69.1403940588093,69.47307845679946,12340800
2024-09-13,70.35328674316406,70.41239646487209,69.43704847421158,69.79171432095534,11073800
2024-09-16,71.03307342529297,71.17100112480551,70.56018060310592,70.70795491222944,10786500
2024-09-17,70.73751831054688,71.27937499030348,70.65870033354723,70.83603702354844,12974400
2024-09-18,70.6882553100586,71.3089299678181,70.2153549637923,70.82618301178293,10719700
2024-09-19,69.57498168945312,70.87544828568139,69.55527343632299,70.50106664117116,13635600
2024-09-20,70.57988739013672,70.73752335537823,69.3385304715976,69.36809285245278,48578500
2024-09-23,70.6685562133789,71.1315949276258,70.12669200368039,70.49121951897723,11613000
2024-09-24,70.27446746826172,70.7572143917589,69.5552666293208,70.16609463614054,13330600
2024-09-25,70.39269256591797,70.85573879191749,70.25476486240697,70.648847236651,12329100
2024-09-26,70.34342956542969,70.5503210989271,69.79171129294126,69.81141954365262,10815200
2024-09-27,70.72766876220703,71.1315977666069,70.4025502234119,70.4813682055131,11175700
2024-09-30,70.79662322998047,71.13158833475043,70.62914067759549,70.93455092212051,18015300
2024-10-01,70.64884185791016,71.673452946339,70.57002388576281,71.03307007650903,13294500
2024-10-02,69.9592056274414,70.37298871968838,69.36808585044632,70.33357973235594,11155500
2024-10-03,69.47645568847656,69.93950192412781,69.1611912858092,69.81142834433979,9374800
2024-10-04,69.13162994384766,69.24000277677995,68.68829200293963,68.92473840365754,12684800
2024-10-07,67.98880004882812,69.06266674607163,67.850872354072,69.01341115022765,14512000
2024-10-08,68.15628814697266,68.41244282227737,67.84102374525003,68.01836044100003,13549700
2024-10-09,68.54051208496094,68.70799464359439,68.04791101851261,68.16613798039869,9037700
2024-10-10,68.22525024414062,68.87548728398845,67.96909557542821,68.79666930646215,8635200
2024-10-11,68.54051208496094,68.56021282036073,67.97894716986967,68.43213924902264,8786300
2024-10-14,69.29911041259766,69.42719149302484,68.44198941710053,68.54050812139388,7659300
2024-10-15,69.29911041259766,70.15623892459011,69.1217812547668,69.4173373676469,10358700
2024-10-16,69.52571105957031,69.65378462509051,68.93459130998379,69.05281075000383,7937300
2024-10-17,68.86563110351562,69.6439416962558,68.55036671931038,69.58482445662644,14674600
2024-10-18,69.39763641357422,69.50600924290225,68.57991688918824,68.8360715327359,15087500
2024-10-21,68.42228698730469,69.2892696984328,68.28435928626085,68.96415118175976,11981200
2024-10-22,68.42228698730469,68.71785064182491,67.66368463156356,67.97894902202033,18603300
2024-10-23,67.00360107421875,67.68338545409138,65.59476168332912,65.99869066076116,24655200
2024-10-24,66.30410766601562,67.03315515200552,65.95928090050396,66.6489269150314,17568800
2024-10-25,65.92972564697266,66.69818211635554,65.80165207424079,66.07750747181456,11138100
2024-10-28,65.68342590332031,66.40262678409455,65.61446205309505,65.96913543039524,10761400
2024-10-29,64.58984375,65.358300143473,64.55043476616868,65.30904455105518,16525900
2024-10-30,64.94451904296875,65.55534703599892,64.35339930069506,64.54059010040494,14177800
2024-10-31,64.34355163574219,65.01348941531636,64.29429603689614,64.8361527231792,13383700
2024-11-01,64.0479965209961,64.68837944824004,63.929769552175365,64.50118862673126,12163100
2024-11-04,64.1465072631836,64.4519174990536,63.6933152137814,64.11695240377621,10984500
2024-11-05,64.40267181396484,64.5011905326451,63.68347088625576,63.68347088625576,8780200
2024-11-06,62.75737762451172,63.90021196668604,62.24507205619248,63.466720615974715,22899300
2024-11-07,62.71796798706055,63.43716509718131,62.65885450578085,63.33864638662971,14856100
2024-11-08,62.97412109375,63.2893854884479,62.79678816019946,62.96427072564921,14719300
2024-11-11,62.42240905761719,63.17116479902244,62.314036219394225,63.043087466736395,13980900
2024-11-12,62.26477813720703,62.80663858115959,62.18596015934221,62.737674729651886,15021000
2024-11-13,62.06773376464844,62.323884663063964,61.56528233542081,62.116993119161286,13177600
2024-11-14,61.624393463134766,62.17610801770721,61.50617025795779,62.17610801770721,15910800
2024-11-15,60.82638168334961,61.70321098527665,60.481558679933066,61.56528328720919,26284300
2024-11-18,60.94460678100586,61.22046218571069,60.649046881929536,60.934752654696105,16079400
2024-11-19,61.66379928588867,61.69335414610396,60.71800617652229,60.98401119320304,16254800
2024-11-20,62.057884216308594,62.077584951775535,61.10223694150227,61.77217469481525,18904900
2024-11-21,62.816490173339844,62.86575328958934,62.018478802272256,62.21551999252593,17292300
2024-11-22,62.97412109375,63.52583942184338,62.708119814300176,63.2893854884479,19562200
2024-11-25,63.427310943603516,63.75242945312866,62.895304645309125,63.36820122059742,36805300
2024-11-26,63.59480285644531,63.68346744351539,63.11204838296593,63.358348924599724,14473300
2024-11-27,63.4765739440918,64.13665757147068,63.299237258893434,63.998729873704825,13263400
2024-11-29,63.6105842590332,63.779337107668994,63.302853798473386,63.55101863859875,10648400
2024-12-02,63.18373489379883,63.71978004495591,62.88592950754303,63.58080621763803,16500100
2024-12-03,63.0546875,63.61058660796545,62.56827530718612,63.2532231661843,24874500
2024-12-04,61.75428009033203,62.885928420941454,61.44655341708899,62.81644150848317,28137700
2024-12-05,62.45907974243164,62.65761540620329,61.645086929045426,62.012379232386465,21040400
2024-12-06,62.071937561035156,62.895859244043876,62.052083615893075,62.36974295141358,15581100
2024-12-09,62.141422271728516,62.46900667482543,61.44655315016421,62.230763128322884,22348300
2024-12-10,62.449153900146484,62.578202648033994,61.33735949806545,62.24069315977244,14949400
2024-12-11,62.18113327026367,63.16388274194872,61.94289349859953,62.53849671451278,32819000
2024-12-12,63.37234115600586,63.45175314805299,62.75688401731774,63.08446463798539,17542100
2024-12-13,62.657615661621094,63.37234253941142,62.647690582430826,63.10431996024005,13429000
2024-12-16,62.09178924560547,63.39219420442193,61.89325358816554,62.7668082088496,24559700
2024-12-17,62.93556594848633,63.08446485411712,61.8634756515313,61.99252439914688,21902400
2024-12-18,62.389591217041016,63.173804985974265,62.33003317017447,62.34988711471422,20946100
2024-12-19,61.99252700805664,62.707250116019146,61.942894037424274,62.24069564797139,21300600
2024-12-20,62.09178924560547,62.59805536141492,61.82376667607447,62.01237725468112,42458100
2024-12-23,61.923038482666016,62.30025207907193,61.07926285683075,62.04215836643879,13010800
2024-12-24,62.379669189453125,62.379669189453125,61.55574749113818,61.74435808011543,5019100
2024-12-26,62.11164474487305,62.28040138328494,61.942891893213954,62.16127771378733,7943800
2024-12-27,61.99252700805664,62.48886428788615,61.75428344756718,61.99252700805664,8542800
2024-12-30,61.575599670410156,61.883330136873035,61.22816510081723,61.883330136873035,8972200
2024-12-31,61.80391311645508,61.97266975169317,61.3472837522271,61.56567335544601,9256700
2025-01-02,61.386993408203125,62.290327083764495,61.16860379869834,61.893255754983585,12991000
2025-01-03,61.29765319824219,61.62523761597134,61.168604447007716,61.44655589480141,10403200
2025-01-06,60.364540100097656,61.11897108381982,60.215637404496505,61.04948416900671,17924200
2025-01-07,60.394317626953125,61.26787226019631,60.17592802195414,60.662340200337496,17799600
2025-01-08,61.2579460144043,61.317507851065805,60.48366107156929,60.543222908230796,14412400
2025-01-10,60.62263488769531,61.19838794834586,60.285125386875,61.12890103230223,22425000
2025-01-13,61.198387145996094,61.39691902537334,60.26527065121039,60.68219592875893,18016200
2025-01-14,61.58552932739258,61.61530835181086,60.85094850213456,61.20831194216533,16658300
2025-01-15,61.3175048828125,62.16127670086423,61.2281640255215,61.87340397115123,16187200
2025-01-16,61.79399108886719,61.84362405929883,60.870803449177615,60.9700693900409,12585500
2025-01-17,62.25061798095703,62.31017981513981,61.71457283357027,61.85355044666343,17948900
2025-01-21,61.96274185180664,62.766809577938204,61.843621969445486,62.43922895475683,19817100
2025-01-22,61.327430725097656,61.83369685163256,61.20831084281117,61.66494021387,18191900
2025-01-23,61.079261779785156,61.52596606949709,60.92043400863789,61.34728435361232,16528400
2025-01-24,61.46640396118164,61.55574481872562,60.989920649864665,61.267872088197464,19244600
2025-01-27,63.402122497558594,63.70985297152916,62.01238039852861,62.40944794678594,20742900
2025-01-28,61.90318298339844,63.57087646135838,61.8237672050419,63.04475639662816,14956000
2025-01-29,62.36974334716797,62.895859643136625,62.09179190016794,62.1017207661784,11325600
2025-01-30,63.580806732177734,63.81904649900702,62.76681013304467,63.38226728189863,13201000
2025-01-31,63.01498031616211,63.461684623398604,62.92563945471481,63.23336993008949,12102100
2025-02-03,62.885929107666016,63.16388054728714,61.972670370096964,62.71717625749673,12067900
2025-02-04,62.21091079711914,63.16388122108877,61.893255251380204,63.144027276135986,15678000
2025-02-05,62.657615661621094,62.82637230187841,62.131499369221466,62.26054811921201,10686800
2025-02-06,62.89585876464844,63.27307614596719,62.449154469238444,63.15395247602265,13423400
2025-02-07,63.37234115600586,63.45175314805299,62.806516985691296,62.965344756538315,13184700
2025-02-10,64.07714080810547,64.17640674155113,63.19365733872751,63.6304327473421,16154300
2025-02-11,67.10479736328125,67.17428427811407,65.92351981112313,67.00553142402087,30589100
2025-02-12,68.2066650390625,68.31585984162854,66.38014756614976,66.38014756614976,26033800
2025-02-13,68.99088287353516,69.10007768252483,68.25630580956408,68.49454558667519,24393100
2025-02-14,68.36549377441406,69.51699222642839,68.25629897635599,68.85190214626031,20779100
2025-02-18,68.54418182373047,68.86183738196597,67.91879199999694,68.04784454064337,15569100
2025-02-19,69.55670166015625,69.61625970641883,68.6632930986907,68.70300098736755,16032300
2025-02-20,69.52692413330078,69.55670315707295,68.91146320582254,69.19933972479598,13398000
2025-02-21,70.82732391357422,71.07549253806012,69.61625981432218,69.80487039245318,21662300
2025-02-24,70.07289123535156,71.20454716391345,69.81480131121985,70.32105986713593,21418400
2025-02-25,70.96630096435547,71.24424862465753,70.21187376453723,70.34091872867583,21555600
2025-02-26,70.28135681152344,70.75783632481553,70.0133304584795,70.74790745934956,14531200
2025-02-27,70.35084533691406,71.01593544179289,69.90413726275992,70.20194264552934,16789500
2025-02-28,70.6883544921875,71.0457179395841,70.04311451363778,70.92659426594994,22167400
2025-03-03,71.79022216796875,71.82993005824459,69.2191987540306,69.72545731465965,21717600
2025-03-04,69.67582702636719,72.1178054382902,69.36809277498888,71.54205239868492,25411900
2025-03-05,69.56663513183594,70.22179640461985,69.32838778400009,69.38795340771198,23933600
2025-03-06,69.94384765625,70.01333457158333,68.94124424343562,69.8942184730152,21694000
2025-03-07,70.90673828125,71.29388072187022,69.13977892180279,69.13977892180279,28393300
2025-03-10,70.92658996582031,72.68362807124566,70.79754500733644,71.43285608118927,25251200
2025-03-11,70.51959991455078,71.51227445010441,70.09274956132249,71.3534428891331,28076400
2025-03-12,69.42765808105469,70.21187185761129,69.22911863372708,69.85450842592712,18923300
2025-03-13,69.11000061035156,69.73538281159506,68.77248734606556,69.73538281159506,15746600
2025-03-14,69.16000366210938,69.26000213623047,68.37999725341797,68.51000213623047,14205100
2025-03-17,70.12000274658203,70.16999816894531,69.08000183105469,69.23999786376953,15634800
2025-03-18,69.37999725341797,70.19000244140625,69.30000305175781,70.11000061035156,12657600
2025-03-19,69.27999877929688,69.37999725341797,68.54000091552734,68.55000305175781,14780000
2025-03-20,69.70999908447266,69.80999755859375,69.08999633789062,69.30999755859375,16295300
2025-03-21,68.66999816894531,69.97000122070312,68.18000030517578,69.70999908447266,47479500
2025-03-24,68.94999694824219,69.08000183105469,68.33000183105469,68.80000305175781,12575400
2025-03-25,68.80999755859375,69.08000183105469,68.5999984741211,68.94999694824219,12513900
2025-03-26,70.0199966430664,70.3499984741211,68.9000015258789,68.91999816894531,14478200
2025-03-27,70.73999786376953,70.98999786376953,70.06999969482422,70.18000030517578,11663400
2025-03-28,70.37000274658203,71.31999969482422,69.52999877929688,70.80999755859375,17412900
2025-03-31,71.62000274658203,71.94000244140625,70.48999786376953,70.7300033569336,24016900
2025-04-01,71.87000274658203,71.91000366210938,71.19000244140625,71.68000030517578,15309100
2025-04-02,71.33000183105469,72.36000061035156,71.05000305175781,71.95999908447266,14606500
2025-04-03,73.18000030517578,73.94999694824219,72.31999969482422,72.4800033569336,24959600
2025-04-04,69.93000030517578,73.01000213623047,69.79000091552734,72.41999816894531,26517300
2025-04-07,68.37000274658203,69.37999725341797,66.05000305175781,66.2300033569336,34258400
2025-04-08,68.41999816894531,69.9800033569336,67.76000213623047,68.95999908447266,22774400
2025-04-09,69.94999694824219,70.47000122070312,67.27999877929688,67.91999816894531,27918700
2025-04-10,70.76000213623047,71.20999908447266,68.9800033569336,70.19000244140625,22450200
2025-04-11,71.43000030517578,71.8499984741211,70.54000091552734,70.91000366210938,19988200
2025-04-14,72.44999694824219,72.66000366210938,70.93000030517578,71.30000305175781,13930200
2025-04-15,71.86000061035156,72.62999725341797,71.72000122070312,72.62000274658203,14965500
2025-04-16,71.68000030517578,72.66999816894531,71.38999938964844,72.36000061035156,15276200
2025-04-17,73.0,73.43000030517578,71.72000122070312,71.9000015258789,20746800
2025-04-21,72.7699966430664,73.47000122070312,71.81999969482422,73.37999725341797,16037200
2025-04-22,73.9000015258789,74.37999725341797,72.91999816894531,73.0,15613500
2025-04-23,73.30000305175781,73.94999694824219,72.37999725341797,73.29000091552734,16353900
2025-04-24,72.5199966430664,73.43000030517578,72.30000305175781,73.0199966430664,16893900
2025-04-25,71.91000366210938,72.91999816894531,71.12999725341797,72.6500015258789,16316000
2025-04-28,71.79000091552734,72.26000213623047,71.30999755859375,72.08000183105469,15997500
2025-04-29,72.3499984741211,72.70999908447266,70.27999877929688,71.19000244140625,16244100
2025-04-30,72.55000305175781,73.4800033569336,71.69000244140625,73.3499984741211,21074700
2025-05-01,71.29000091552734,72.04000091552734,71.2300033569336,72.0,18034200
2025-05-02,71.6500015258789,71.81999969482422,71.0999984741211,71.5,12629600
2025-05-05,71.69999694824219,71.80000305175781,71.01000213623047,71.66999816894531,11932700
2025-05-06,71.72000122070312,71.9000015258789,71.16000366210938,71.68000030517578,12695600
2025-05-07,72.36499786376953,72.375,71.66999816894531,71.72000122070312,4781108
